time_boot_ms,time_boot_s,luminosity
790220,790.22,0
790360,790.36,0
790490,790.49,0
790620,790.62,0
790750,790.75,0
790880,790.88,0
791010,791.01,0
791140,791.14,0
791270,791.27,0
791410,791.41,0
791540,791.54,0
791680,791.68,0
791810,791.81,0
791940,791.94,0
792090,792.09,0
792230,792.23,0
792360,792.36,0
792520,792.52,0
792650,792.65,0
792780,792.78,0
792910,792.91,0
793050,793.05,0
793180,793.18,0
793310,793.31,0
793440,793.44,0
793600,793.6,0
793730,793.73,0
793860,793.86,0
793990,793.99,0
794120,794.12,0
794250,794.25,0
794390,794.39,0
794520,794.52,0
794650,794.65,0
794780,794.78,0
794920,794.92,0
795050,795.05,0
795180,795.18,0
795310,795.31,0
795440,795.44,0
795590,795.59,0
795760,795.76,0
795890,795.89,0
796020,796.02,0
796150,796.15,0
796280,796.28,0
796410,796.41,0
796540,796.54,0
796670,796.67,0
796800,796.8,0
796940,796.94,0
797100,797.1,0
797230,797.23,0
797360,797.36,0
797490,797.49,0
797620,797.62,0
797750,797.75,0
797890,797.89,0
798020,798.02,0
798150,798.15,0
798280,798.28,0
798420,798.42,0
798550,798.55,0
798680,798.68,0
798810,798.81,0
798940,798.94,0
799080,799.08,0
799240,799.24,0
799370,799.37,0
799500,799.5,0
799630,799.63,0
799770,799.77,0
799900,799.9,0
800030,800.03,0
800160,800.16,0
800290,800.29,0
800420,800.42,0
800550,800.55,0
800680,800.68,0
800840,800.84,0
800970,800.97,0
801110,801.11,0
801240,801.24,0
801370,801.37,0
801500,801.5,0
801630,801.63,0
801760,801.76,0
801890,801.89,0
802020,802.02,0
802150,802.15,0
802280,802.28,0
802420,802.42,0
802580,802.58,0
802710,802.71,0
802840,802.84,0
802970,802.97,0
803110,803.11,0
803240,803.24,0
803370,803.37,0
803500,803.5,0
803630,803.63,0
803770,803.77,0
803900,803.9,0
804030,804.03,0
804160,804.16,0
804290,804.29,0
804420,804.42,0
804550,804.55,0
804810,804.81,0
804940,804.94,0
805090,805.09,0
805220,805.22,0
805350,805.35,0
805480,805.48,0
805610,805.61,0
805740,805.74,0
805870,805.87,0
806030,806.03,0
806160,806.16,0
806310,806.31,0
806450,806.45,0
806590,806.59,0
806720,806.72,0
807090,807.09,0
807220,807.22,0
807350,807.35,0
807480,807.48,0
807610,807.61,0
807740,807.74,0
807870,807.87,0
808020,808.02,0
808150,808.15,0
808290,808.29,0
808420,808.42,0
808550,808.55,0
808680,808.68,0
808810,808.81,0
808940,808.94,0
809070,809.07,0
809200,809.2,0
809340,809.34,0
809470,809.47,0
809630,809.63,0
809770,809.77,0
809900,809.9,0
810030,810.03,0
810160,810.16,0
810290,810.29,0
810420,810.42,0
810550,810.55,0
810700,810.7,0
810830,810.83,0
810960,810.96,0
811100,811.1,0
811230,811.23,0
811360,811.36,0
811490,811.49,0
811620,811.62,0
811750,811.75,0
811880,811.88,0
812020,812.02,0
812150,812.15,0
812290,812.29,0
812430,812.43,0
812560,812.56,0
812690,812.69,0
812850,812.85,0
812980,812.98,0
813110,813.11,0
813240,813.24,0
813380,813.38,0
813510,813.51,0
813640,813.64,0
813790,813.79,0
813930,813.93,0
814060,814.06,0
814190,814.19,0
814320,814.32,0
814450,814.45,0
814580,814.58,0
814720,814.72,0
814850,814.85,0
814980,814.98,0
815110,815.11,0
815240,815.24,0
815370,815.37,0
815500,815.5,0
815630,815.63,0
815780,815.78,0
815910,815.91,0
816050,816.05,0
816210,816.21,0
816340,816.34,0
816480,816.48,0
816610,816.61,0
816740,816.74,0
816870,816.87,0
817010,817.01,0
817140,817.14,0
817280,817.28,0
817420,817.42,0
817550,817.55,0
817680,817.68,0
817810,817.81,0
817940,817.94,0
818070,818.07,0
818200,818.2,0
818330,818.33,0
818460,818.46,0
818590,818.59,0
818730,818.73,0
818860,818.86,0
819000,819,0
819130,819.13,0
819270,819.27,0
819400,819.4,0
819560,819.56,0
819690,819.69,0
819820,819.82,0
819950,819.95,0
820090,820.09,0
820220,820.22,0
820350,820.35,0
820490,820.49,0
820620,820.62,0
820760,820.76,0
820890,820.89,0
821020,821.02,0
821150,821.15,0
821290,821.29,0
821430,821.43,0
821570,821.57,0
821700,821.7,0
821830,821.83,0
821960,821.96,0
822090,822.09,0
822220,822.22,0
822350,822.35,0
822480,822.48,0
822610,822.61,0
822750,822.75,0
822910,822.91,0
823040,823.04,0
823170,823.17,0
823300,823.3,0
823430,823.43,0
823560,823.56,0
823690,823.69,0
823820,823.82,0
823950,823.95,0
824090,824.09,0
824220,824.22,0
824350,824.35,0
824480,824.48,0
824610,824.61,0
824740,824.74,0
824870,824.87,0
825000,825,0
825140,825.14,0
825290,825.29,0
825430,825.43,0
825560,825.56,0
825690,825.69,0
825820,825.82,0
825950,825.95,0
826090,826.09,0
826250,826.25,0
826380,826.38,0
826510,826.51,0
826640,826.64,0
826800,826.8,0
826930,826.93,0
827060,827.06,0
827190,827.19,0
827320,827.32,0
827460,827.46,0
827590,827.59,0
827720,827.72,0
827850,827.85,0
827980,827.98,0
828120,828.12,0
828250,828.25,0
828380,828.38,0
828510,828.51,0
828640,828.64,0
828790,828.79,0
828920,828.92,0
829050,829.05,0
829180,829.18,0
829310,829.31,0
829480,829.48,0
829610,829.61,0
829750,829.75,0
829880,829.88,0
830010,830.01,0
830140,830.14,0
830290,830.29,0
830420,830.42,0
830550,830.55,0
830690,830.69,0
830830,830.83,0
830970,830.97,0
831100,831.1,0
831230,831.23,0
831360,831.36,0
831490,831.49,0
831620,831.62,0
831770,831.77,0
831900,831.9,0
832030,832.03,0
832170,832.17,0
832300,832.3,0
832430,832.43,0
832560,832.56,0
832690,832.69,0
832850,832.85,0
832980,832.98,0
833110,833.11,0
833240,833.24,0
833370,833.37,0
833510,833.51,0
833640,833.64,0
833790,833.79,0
833920,833.92,0
834050,834.05,0
834180,834.18,0
834310,834.31,0
834450,834.45,0
834580,834.58,0
834710,834.71,0
834850,834.85,0
834980,834.98,0
835110,835.11,0
835250,835.25,0
835380,835.38,0
835510,835.51,0
835640,835.64,0
835790,835.79,0
835930,835.93,0
836060,836.06,0
836230,836.23,0
836360,836.36,0
836490,836.49,0
836620,836.62,0
836750,836.75,0
836880,836.88,0
837010,837.01,0
837140,837.14,0
837290,837.29,0
837420,837.42,0
837560,837.56,0
837690,837.69,0
837820,837.82,0
837950,837.95,0
838080,838.08,0
838210,838.21,0
838340,838.34,0
838470,838.47,0
838600,838.6,0
838730,838.73,0
838870,838.87,0
839010,839.01,0
839140,839.14,0
839290,839.29,0
839420,839.42,0
839580,839.58,0
839710,839.71,0
839840,839.84,0
839970,839.97,0
840110,840.11,0
840250,840.25,0
840380,840.38,0
840510,840.51,0
840640,840.64,0
840790,840.79,0
840960,840.96,0
841090,841.09,0
841220,841.22,0
841360,841.36,0
841490,841.49,0
841630,841.63,0
841770,841.77,0
841900,841.9,0
842030,842.03,0
842170,842.17,0
842300,842.3,0
842430,842.43,0
842560,842.56,0
842690,842.69,0
842850,842.85,0
842990,842.99,0
843120,843.12,0
843250,843.25,0
843380,843.38,0
843510,843.51,0
843640,843.64,0
843800,843.8,0
843970,843.97,0
844100,844.1,0
844230,844.23,0
844390,844.39,0
844520,844.52,0
844650,844.65,0
844790,844.79,0
844970,844.97,0
845100,845.1,0
845230,845.23,0
845360,845.36,0
845490,845.49,0
845620,845.62,0
845770,845.77,0
845980,845.98,0
846110,846.11,0
846240,846.24,0
846370,846.37,0
846500,846.5,0
846630,846.63,0
846770,846.77,0
846900,846.9,0
847030,847.03,0
847170,847.17,0
847300,847.3,0
847430,847.43,0
847560,847.56,0
847690,847.69,0
847820,847.82,0
847980,847.98,0
848110,848.11,0
848240,848.24,0
848370,848.37,0
848510,848.51,0
848650,848.65,0
848800,848.8,0
848990,848.99,0
849130,849.13,0
849270,849.27,0
849400,849.4,0
849530,849.53,0
849690,849.69,0
849820,849.82,0
862180,862.18,0
869600,869.6,0
869730,869.73,0
869860,869.86,0
869990,869.99,0
870120,870.12,0
870250,870.25,0
870380,870.38,0
870510,870.51,0
870640,870.64,0
870770,870.77,0
870910,870.91,0
871040,871.04,0
871170,871.17,0
871330,871.33,0
871470,871.47,0
871750,871.75,0
871880,871.88,0
872060,872.06,0
872190,872.19,0
872330,872.33,0
872470,872.47,0
872600,872.6,0
872730,872.73,0
873070,873.07,0
873210,873.21,0
873340,873.34,0
873490,873.49,0
873620,873.62,0
874060,874.06,0
874200,874.2,0
874350,874.35,0
874490,874.49,0
874620,874.62,0
874750,874.75,0
875060,875.06,0
875220,875.22,0
875350,875.35,0
875490,875.49,0
875620,875.62,0
875760,875.76,0
876060,876.06,0
876190,876.19,0
876320,876.32,0
876450,876.45,0
876590,876.59,0
876720,876.72,0
876850,876.85,0
877060,877.06,0
877190,877.19,0
877330,877.33,0
877470,877.47,0
877600,877.6,0
877730,877.73,0
877860,877.86,0
878060,878.06,0
878190,878.19,0
878320,878.32,0
878450,878.45,0
878580,878.58,0
878750,878.75,0
878880,878.88,0
879070,879.07,0
879200,879.2,0
879340,879.34,0
879490,879.49,0
879620,879.62,0
879750,879.75,0
880060,880.06,0
880190,880.19,0
880330,880.33,0
880470,880.47,0
880600,880.6,0
880730,880.73,0
881070,881.07,0
881200,881.2,0
881340,881.34,0
881490,881.49,0
881620,881.62,0
881750,881.75,0
881890,881.89,0
882070,882.07,0
882200,882.2,0
882330,882.33,0
882500,882.5,0
882630,882.63,0
882760,882.76,0
882890,882.89,0
883070,883.07,0
883200,883.2,0
884510,884.51,0
884650,884.65,0
884790,884.79,0
884920,884.92,0
885080,885.08,0
885210,885.21,0
885350,885.35,0
885490,885.49,0
885620,885.62,0
885760,885.76,0
885920,885.92,0
886080,886.08,0
886220,886.22,0
886350,886.35,0
886490,886.49,0
886620,886.62,0
886750,886.75,0
886880,886.88,0
887090,887.09,0
887220,887.22,0
887350,887.35,0
887490,887.49,0
887630,887.63,0
887760,887.76,0
887890,887.89,0
888090,888.09,0
888220,888.22,0
888350,888.35,0
888490,888.49,0
888620,888.62,0
888750,888.75,0
889090,889.09,0
889230,889.23,0
889370,889.37,0
889520,889.52,0
889650,889.65,0
889790,889.79,0
890100,890.1,0
890230,890.23,0
890370,890.37,0
890510,890.51,0
890640,890.64,0
890780,890.78,0
890910,890.91,0
891240,891.24,0
891370,891.37,0
891500,891.5,0
891630,891.63,0
891760,891.76,0
892100,892.1,0
892230,892.23,0
892370,892.37,0
892500,892.5,0
892630,892.63,0
892760,892.76,0
892890,892.89,0
893110,893.11,0
893240,893.24,0
893370,893.37,0
893500,893.5,0
893630,893.63,0
893770,893.77,0
894110,894.11,0
894240,894.24,0
894370,894.37,0
894510,894.51,0
894640,894.64,0
894770,894.77,0
894900,894.9,0
895110,895.11,0
895250,895.25,0
895390,895.39,0
895520,895.52,0
895650,895.65,0
895780,895.78,0
895910,895.91,0
896120,896.12,0
896250,896.25,0
896380,896.38,0
896510,896.51,0
896640,896.64,0
896810,896.81,0
896940,896.94,0
897120,897.12,0
897250,897.25,0
897380,897.38,0
897510,897.51,0
897640,897.64,0
897770,897.77,0
897900,897.9,0
898120,898.12,0
898260,898.26,0
898390,898.39,0
898520,898.52,0
898650,898.65,0
898780,898.78,0
898910,898.91,0
899130,899.13,0
899260,899.26,0
899400,899.4,0
899530,899.53,0
899680,899.68,0
899810,899.81,0
899950,899.95,0
900130,900.13,0
900260,900.26,0
900390,900.39,0
900520,900.52,0
900790,900.79,0
900920,900.92,0
901140,901.14,0
901280,901.28,0
901410,901.41,0
901540,901.54,0
901670,901.67,0
901800,901.8,0
901930,901.93,0
902130,902.13,0
902270,902.27,0
902400,902.4,0
902540,902.54,0
902670,902.67,0
902800,902.8,0
902930,902.93,0
903140,903.14,0
903270,903.27,0
903400,903.4,0
903560,903.56,0
903690,903.69,0
903820,903.82,0
903960,903.96,0
904140,904.14,0
904270,904.27,0
904400,904.4,0
904530,904.53,0
904660,904.66,0
904800,904.8,0
904930,904.93,0
905150,905.15,0
905280,905.28,0
905420,905.42,0
905550,905.55,0
905680,905.68,0
905810,905.81,0
905940,905.94,0
906070,906.07,0
906200,906.2,0
906330,906.33,0
906470,906.47,0
906600,906.6,0
906740,906.74,0
906900,906.9,0
907030,907.03,0
907160,907.16,0
907290,907.29,0
907420,907.42,0
907550,907.55,0
907680,907.68,0
907810,907.81,0
907940,907.94,0
908080,908.08,0
908210,908.21,0
908350,908.35,0
908490,908.49,0
908620,908.62,0
908760,908.76,0
908890,908.89,0
909020,909.02,0
909150,909.15,0
909280,909.28,0
909420,909.42,0
909550,909.55,0
909680,909.68,0
909810,909.81,0
909940,909.94,0
910100,910.1,0
910230,910.23,0
910360,910.36,0
910490,910.49,0
910620,910.62,0
910760,910.76,0
910890,910.89,0
911020,911.02,0
911150,911.15,0
911280,911.28,0
911410,911.41,0
911540,911.54,0
911670,911.67,0
911800,911.8,0
911930,911.93,0
912070,912.07,0
912200,912.2,0
912330,912.33,0
912470,912.47,0
912600,912.6,0
912730,912.73,0
912860,912.86,0
912990,912.99,0
913120,913.12,0
913290,913.29,0
913430,913.43,0
913560,913.56,0
913690,913.69,0
913820,913.82,0
913950,913.95,0
914090,914.09,0
914220,914.22,0
914360,914.36,0
914490,914.49,0
914620,914.62,0
914760,914.76,0
914890,914.89,0
915020,915.02,0
915180,915.18,0
915310,915.31,0
915440,915.44,0
915570,915.57,0
915700,915.7,0
915830,915.83,0
916180,916.18,0
916320,916.32,0
916450,916.45,0
916580,916.58,0
916740,916.74,0
916870,916.87,0
917180,917.18,0
917310,917.31,0
917440,917.44,0
917570,917.57,0
917700,917.7,0
917840,917.84,0
917990,917.99,0
918190,918.19,0
918320,918.32,0
918450,918.45,0
918580,918.58,0
918710,918.71,0
918840,918.84,0
918980,918.98,0
919190,919.19,0
919340,919.34,0
919490,919.49,0
919620,919.62,0
919750,919.75,0
919880,919.88,0
920010,920.01,0
920190,920.19,0
920350,920.35,0
920490,920.49,0
920620,920.62,0
920760,920.76,0
920890,920.89,0
921020,921.02,0
921200,921.2,0
921330,921.33,0
921470,921.47,0
921600,921.6,0
921960,921.96,0
922090,922.09,0
922220,922.22,0
922360,922.36,0
922490,922.49,0
922620,922.62,0
922760,922.76,0
922890,922.89,0
923020,923.02,0
923170,923.17,0
923300,923.3,0
923430,923.43,0
923880,923.88,0
924010,924.01,0
924140,924.14,0
924280,924.28,0
924410,924.41,0
924540,924.54,0
924690,924.69,0
924820,924.82,0
924950,924.95,0
925090,925.09,0
925220,925.22,0
925350,925.35,0
925480,925.48,0
925610,925.61,0
925740,925.74,0
925880,925.88,0
926010,926.01,0
926210,926.21,0
926340,926.34,0
926480,926.48,0
926610,926.61,0
926740,926.74,0
926870,926.87,0
927030,927.03,0
927220,927.22,0
927350,927.35,0
927480,927.48,0
927610,927.61,0
927740,927.74,0
927890,927.89,0
928020,928.02,0
928220,928.22,1
928350,928.35,1
928480,928.48,1
928610,928.61,0
928740,928.74,0
928870,928.87,0
929000,929,0
929220,929.22,0
929360,929.36,0
929490,929.49,0
929620,929.62,0
929750,929.75,0
929880,929.88,0
930010,930.01,0
930230,930.23,0
930370,930.37,0
930530,930.53,0
930670,930.67,0
930810,930.81,0
930940,930.94,0
931070,931.07,0
931230,931.23,0
931360,931.36,0
931490,931.49,0
931620,931.62,0
931750,931.75,0
931880,931.88,0
932010,932.01,0
932250,932.25,0
932380,932.38,0
932510,932.51,0
932650,932.65,0
932780,932.78,0
932910,932.91,0
933040,933.04,0
933190,933.19,0
933320,933.32,0
933460,933.46,0
933600,933.6,0
933760,933.76,0
933890,933.89,0
934030,934.03,0
934170,934.17,0
934300,934.3,0
934430,934.43,0
934560,934.56,0
934700,934.7,0
934830,934.83,0
934970,934.97,0
935100,935.1,0
935230,935.23,0
935360,935.36,0
935490,935.49,0
935620,935.62,0
935750,935.75,0
935880,935.88,0
936010,936.01,0
936140,936.14,0
936280,936.28,0
936410,936.41,0
936540,936.54,0
936690,936.69,0
936820,936.82,0
936980,936.98,0
937110,937.11,0
937250,937.25,0
937380,937.38,0
937510,937.51,0
937650,937.65,0
937780,937.78,0
937910,937.91,0
938040,938.04,0
938190,938.19,0
938320,938.32,0
938450,938.45,0
938580,938.58,0
938720,938.72,0
938850,938.85,0
939000,939,0
939130,939.13,0
939260,939.26,0
939390,939.39,0
939520,939.52,0
939650,939.65,0
939780,939.78,0
939910,939.91,0
940040,940.04,0
940220,940.22,0
940360,940.36,0
940490,940.49,0
940620,940.62,0
940750,940.75,0
940880,940.88,0
941010,941.01,0
941140,941.14,0
941270,941.27,0
941400,941.4,0
941530,941.53,0
941680,941.68,0
941810,941.81,0
941940,941.94,0
942070,942.07,0
942200,942.2,0
942330,942.33,0
942470,942.47,0
942600,942.6,0
942730,942.73,0
942860,942.86,0
943000,943,0
943140,943.14,0
943310,943.31,0
943440,943.44,0
943570,943.57,0
943700,943.7,0
943830,943.83,0
943960,943.96,0
944090,944.09,0
944220,944.22,0
944360,944.36,0
944490,944.49,0
944620,944.62,0
944890,944.89,0
945020,945.02,0
945300,945.3,0
945440,945.44,0
945570,945.57,0
946000,946,0
946130,946.13,0
946270,946.27,0
946410,946.41,0
946570,946.57,0
947990,947.99,0
948130,948.13,0
948700,948.7,0
948830,948.83,0
948960,948.96,0
949090,949.09,0
949230,949.23,0
949360,949.36,0
949630,949.63,0
949760,949.76,0
949930,949.93,0
950060,950.06,0
950620,950.62,0
950750,950.75,0
950880,950.88,0
951020,951.02,0
951150,951.15,0
951290,951.29,0
951420,951.42,0
951550,951.55,0
951700,951.7,0
952710,952.71,0
953000,953,0
953130,953.13,0
953270,953.27,0
953410,953.41,0
953540,953.54,0
953690,953.69,0
953820,953.82,0
953950,953.95,0
954090,954.09,0
954220,954.22,0
956940,956.94,0
957640,957.64,0
957790,957.79,0
957930,957.93,0
958070,958.07,0
958500,958.5,0
959340,959.34,0
959480,959.48,0
959790,959.79,0
960070,960.07,0
960210,960.21,0
960350,960.35,0
960640,960.64,0
960780,960.78,0
