time_boot_ms,time_boot_s,distance
791410,791.41,24
791540,791.54,24
791680,791.68,20
791810,791.81,20
791940,791.94,20
792090,792.09,20
792230,792.23,720
792360,792.36,26
792520,792.52,639
792650,792.65,720
792780,792.78,20
792910,792.91,20
793050,793.05,20
793180,793.18,26
793310,793.31,20
793440,793.44,20
793600,793.6,21
793730,793.73,720
793860,793.86,25
793990,793.99,20
794120,794.12,20
794250,794.25,20
794390,794.39,20
794520,794.52,20
794650,794.65,25
794780,794.78,720
794920,794.92,22
795050,795.05,23
795180,795.18,23
795310,795.31,28
795440,795.44,20
795590,795.59,20
795760,795.76,20
795890,795.89,29
796150,796.15,518
796280,796.28,20
796410,796.41,20
796540,796.54,20
796670,796.67,30
796800,796.8,720
796940,796.94,720
797100,797.1,720
797230,797.23,720
797360,797.36,23
797490,797.49,23
797620,797.62,23
797750,797.75,23
797890,797.89,23
798020,798.02,23
798150,798.15,20
798280,798.28,720
798420,798.42,20
798550,798.55,720
798680,798.68,20
798810,798.81,20
798940,798.94,25
799080,799.08,20
799240,799.24,20
799370,799.37,20
799500,799.5,20
799630,799.63,20
799770,799.77,20
799900,799.9,20
800030,800.03,20
800160,800.16,720
800290,800.29,20
800420,800.42,20
800550,800.55,20
800680,800.68,20
800840,800.84,20
800970,800.97,20
801110,801.11,20
801240,801.24,20
801370,801.37,20
801500,801.5,20
801630,801.63,20
801760,801.76,20
801890,801.89,20
802020,802.02,20
802150,802.15,20
802280,802.28,20
802420,802.42,20
802580,802.58,20
802710,802.71,20
802840,802.84,20
802970,802.97,20
803110,803.11,20
803240,803.24,20
803370,803.37,20
803500,803.5,20
803630,803.63,20
803770,803.77,20
803900,803.9,20
804030,804.03,20
804160,804.16,20
804290,804.29,20
804420,804.42,20
804550,804.55,20
804680,804.68,20
804810,804.81,20
804940,804.94,720
805090,805.09,30
805220,805.22,20
805350,805.35,720
805480,805.48,107
805610,805.61,107
805740,805.74,20
805870,805.87,20
806030,806.03,20
806160,806.16,20
806310,806.31,20
806450,806.45,20
806590,806.59,20
806720,806.72,20
807090,807.09,20
807220,807.22,20
807350,807.35,20
807480,807.48,20
807610,807.61,20
807740,807.74,20
807870,807.87,20
808020,808.02,142
808150,808.15,21
808290,808.29,20
808420,808.42,20
808550,808.55,20
808680,808.68,546
808810,808.81,20
808940,808.94,23
809070,809.07,20
809200,809.2,23
809340,809.34,24
809470,809.47,24
809630,809.63,24
809770,809.77,25
809900,809.9,20
810030,810.03,20
810160,810.16,665
810290,810.29,25
810420,810.42,24
810550,810.55,24
810700,810.7,24
810830,810.83,20
810960,810.96,720
811100,811.1,23
811230,811.23,720
811360,811.36,24
811490,811.49,278
811620,811.62,23
811750,811.75,20
811880,811.88,720
812020,812.02,20
812150,812.15,23
812290,812.29,24
812430,812.43,20
812560,812.56,23
812690,812.69,23
812850,812.85,23
812980,812.98,23
813110,813.11,20
813240,813.24,23
813380,813.38,23
813510,813.51,24
813640,813.64,20
813790,813.79,20
813930,813.93,23
814060,814.06,23
814190,814.19,315
814320,814.32,24
814450,814.45,23
814580,814.58,720
814720,814.72,23
814850,814.85,27
814980,814.98,587
815110,815.11,720
815240,815.24,720
815370,815.37,24
815500,815.5,720
815630,815.63,720
815780,815.78,720
815910,815.91,720
816050,816.05,720
816210,816.21,377
816340,816.34,720
816480,816.48,720
816610,816.61,21
816740,816.74,21
816870,816.87,20
817010,817.01,446
817140,817.14,24
817280,817.28,24
817420,817.42,720
817550,817.55,28
817680,817.68,452
817810,817.81,720
817940,817.94,20
818070,818.07,20
818200,818.2,20
818330,818.33,20
818460,818.46,20
818590,818.59,720
818730,818.73,720
818860,818.86,720
819000,819,20
819130,819.13,20
819270,819.27,720
819400,819.4,20
819560,819.56,20
819690,819.69,20
819820,819.82,20
819950,819.95,20
820090,820.09,20
820220,820.22,20
820350,820.35,20
820490,820.49,20
820620,820.62,20
820760,820.76,20
820890,820.89,20
821020,821.02,20
821150,821.15,20
821290,821.29,20
821430,821.43,20
821570,821.57,20
821700,821.7,20
821830,821.83,720
821960,821.96,20
822090,822.09,20
822220,822.22,20
822350,822.35,20
822480,822.48,20
822610,822.61,20
822750,822.75,20
822910,822.91,20
823040,823.04,20
823170,823.17,20
823300,823.3,20
823430,823.43,20
823560,823.56,20
823690,823.69,20
823820,823.82,20
823950,823.95,20
824090,824.09,20
824220,824.22,20
824350,824.35,20
824480,824.48,20
824610,824.61,20
824740,824.74,20
824870,824.87,20
825000,825,20
825140,825.14,20
825290,825.29,20
825430,825.43,20
825560,825.56,20
825690,825.69,20
825820,825.82,20
825950,825.95,20
826090,826.09,20
826250,826.25,20
826380,826.38,20
826510,826.51,20
826640,826.64,20
826800,826.8,20
826930,826.93,20
827060,827.06,20
827190,827.19,20
827320,827.32,20
827460,827.46,20
827590,827.59,20
827720,827.72,20
827850,827.85,20
827980,827.98,20
828120,828.12,20
828250,828.25,20
828380,828.38,20
828510,828.51,20
828640,828.64,20
828790,828.79,20
828920,828.92,720
829050,829.05,20
829180,829.18,720
829310,829.31,20
829480,829.48,20
829610,829.61,20
829750,829.75,20
829880,829.88,720
830010,830.01,720
830140,830.14,20
830290,830.29,20
830420,830.42,20
830550,830.55,20
830690,830.69,20
830830,830.83,20
830970,830.97,20
831100,831.1,20
831230,831.23,20
831360,831.36,20
831490,831.49,20
831620,831.62,20
831770,831.77,20
831900,831.9,20
832030,832.03,20
832170,832.17,20
832300,832.3,20
832430,832.43,20
832560,832.56,20
832690,832.69,20
832850,832.85,20
832980,832.98,20
833110,833.11,20
833240,833.24,20
833370,833.37,20
833510,833.51,20
833640,833.64,20
833790,833.79,20
833920,833.92,20
834050,834.05,20
834180,834.18,20
834310,834.31,20
834450,834.45,20
834580,834.58,20
834710,834.71,20
834850,834.85,20
834980,834.98,20
835110,835.11,20
835250,835.25,20
835380,835.38,20
835510,835.51,20
835640,835.64,20
835790,835.79,20
835930,835.93,20
836060,836.06,20
836230,836.23,20
836360,836.36,20
836490,836.49,20
836620,836.62,20
836750,836.75,20
836880,836.88,20
837010,837.01,20
837140,837.14,20
837290,837.29,20
837420,837.42,20
837560,837.56,20
837690,837.69,20
837820,837.82,20
837950,837.95,20
838080,838.08,20
838210,838.21,20
838340,838.34,20
838470,838.47,20
838600,838.6,20
838730,838.73,20
838870,838.87,20
839010,839.01,20
839140,839.14,20
839290,839.29,20
839420,839.42,20
839580,839.58,20
839710,839.71,20
839840,839.84,20
839970,839.97,20
840110,840.11,20
840250,840.25,20
840380,840.38,720
840510,840.51,720
840640,840.64,720
840790,840.79,720
840960,840.96,720
841090,841.09,720
841220,841.22,148
841360,841.36,720
841490,841.49,720
841630,841.63,720
841770,841.77,720
841900,841.9,720
842030,842.03,720
842170,842.17,720
842300,842.3,720
842430,842.43,720
842560,842.56,720
842690,842.69,720
842850,842.85,720
842990,842.99,720
843120,843.12,720
843250,843.25,720
843380,843.38,720
843510,843.51,720
843640,843.64,720
843800,843.8,20
843970,843.97,720
844100,844.1,720
844230,844.23,20
844390,844.39,720
844520,844.52,20
844650,844.65,298
844790,844.79,720
844970,844.97,720
845100,845.1,720
845230,845.23,20
845360,845.36,20
845490,845.49,720
845620,845.62,720
845770,845.77,720
845980,845.98,720
846110,846.11,720
846240,846.24,720
846370,846.37,720
846500,846.5,720
846630,846.63,720
846770,846.77,720
846900,846.9,720
847030,847.03,20
847170,847.17,20
847300,847.3,20
847430,847.43,20
847560,847.56,720
847690,847.69,20
847820,847.82,20
847980,847.98,20
848110,848.11,720
848240,848.24,720
848370,848.37,20
848510,848.51,20
848650,848.65,720
848800,848.8,20
848990,848.99,20
849130,849.13,20
849270,849.27,20
849400,849.4,20
849530,849.53,20
849690,849.69,20
869600,869.6,20
869730,869.73,20
869860,869.86,20
869990,869.99,20
870120,870.12,20
870250,870.25,20
870380,870.38,20
870510,870.51,20
870640,870.64,20
870770,870.77,20
870910,870.91,20
871040,871.04,20
871170,871.17,20
871330,871.33,20
871470,871.47,714
871610,871.61,720
871750,871.75,720
871880,871.88,720
872060,872.06,101
872190,872.19,650
872330,872.33,720
872470,872.47,720
872600,872.6,720
872730,872.73,720
873070,873.07,504
873210,873.21,720
873340,873.34,720
873490,873.49,720
873620,873.62,720
874060,874.06,720
874200,874.2,720
874350,874.35,720
874490,874.49,720
874620,874.62,720
874750,874.75,720
875060,875.06,720
875220,875.22,515
875350,875.35,720
875490,875.49,720
875620,875.62,720
875760,875.76,720
876060,876.06,720
876190,876.19,720
876320,876.32,720
876450,876.45,720
876590,876.59,720
876720,876.72,720
876850,876.85,720
877060,877.06,720
877190,877.19,639
877330,877.33,720
877470,877.47,720
877600,877.6,720
877730,877.73,720
877860,877.86,720
878060,878.06,720
878190,878.19,720
878320,878.32,720
878450,878.45,720
878580,878.58,720
878750,878.75,720
878880,878.88,720
879070,879.07,273
879200,879.2,720
879340,879.34,720
879490,879.49,720
879620,879.62,720
879750,879.75,720
880060,880.06,720
880190,880.19,720
880330,880.33,720
880470,880.47,720
880600,880.6,720
880730,880.73,720
881070,881.07,720
881200,881.2,720
881340,881.34,286
881490,881.49,720
881620,881.62,720
881750,881.75,720
881890,881.89,720
882070,882.07,720
882200,882.2,720
882330,882.33,720
882500,882.5,720
882630,882.63,720
882760,882.76,720
882890,882.89,720
883070,883.07,220
884510,884.51,706
884650,884.65,720
884790,884.79,720
884920,884.92,720
885080,885.08,720
885350,885.35,720
885490,885.49,720
885620,885.62,720
885760,885.76,455
885920,885.92,720
886080,886.08,720
886220,886.22,720
886350,886.35,720
886490,886.49,720
886620,886.62,384
886750,886.75,720
886880,886.88,356
887090,887.09,20
887220,887.22,720
887350,887.35,720
887490,887.49,720
887630,887.63,720
887760,887.76,720
887890,887.89,217
888090,888.09,478
888220,888.22,720
888350,888.35,720
888490,888.49,720
888620,888.62,720
888750,888.75,720
889090,889.09,720
889230,889.23,720
889370,889.37,720
889520,889.52,720
889650,889.65,720
889790,889.79,720
890100,890.1,720
890230,890.23,720
890370,890.37,720
890510,890.51,720
890640,890.64,720
890780,890.78,720
890910,890.91,720
891100,891.1,720
891240,891.24,720
891370,891.37,720
891500,891.5,720
891630,891.63,720
891760,891.76,720
892100,892.1,720
892230,892.23,720
892370,892.37,107
892500,892.5,639
892630,892.63,720
892760,892.76,720
892890,892.89,96
893110,893.11,720
893240,893.24,720
893370,893.37,720
893500,893.5,720
893630,893.63,720
893770,893.77,720
894110,894.11,720
894240,894.24,720
894370,894.37,20
894510,894.51,720
894640,894.64,720
894770,894.77,720
894900,894.9,720
895110,895.11,720
895250,895.25,720
895390,895.39,720
895520,895.52,720
895650,895.65,720
895780,895.78,720
895910,895.91,328
896120,896.12,720
896250,896.25,720
896380,896.38,544
896510,896.51,720
896640,896.64,720
896810,896.81,526
896940,896.94,720
897120,897.12,720
897250,897.25,720
897380,897.38,720
897510,897.51,720
897640,897.64,720
897770,897.77,20
897900,897.9,720
898120,898.12,720
898260,898.26,720
898390,898.39,720
898520,898.52,620
898650,898.65,305
898780,898.78,20
898910,898.91,20
899130,899.13,409
899260,899.26,720
899400,899.4,20
899530,899.53,20
899680,899.68,20
899810,899.81,20
899950,899.95,720
900130,900.13,720
900260,900.26,720
900390,900.39,720
900790,900.79,20
900920,900.92,20
901140,901.14,20
901280,901.28,20
901410,901.41,20
901540,901.54,20
901670,901.67,20
901800,901.8,20
901930,901.93,20
902130,902.13,151
902270,902.27,20
902400,902.4,20
902540,902.54,20
902670,902.67,20
902800,902.8,20
902930,902.93,20
903140,903.14,20
903270,903.27,20
903400,903.4,20
903560,903.56,20
903690,903.69,20
903820,903.82,20
903960,903.96,20
904140,904.14,20
904270,904.27,20
904400,904.4,20
904530,904.53,20
904660,904.66,20
904800,904.8,20
904930,904.93,720
905150,905.15,20
905280,905.28,20
905420,905.42,20
905550,905.55,20
905680,905.68,20
905810,905.81,20
905940,905.94,20
906070,906.07,20
906200,906.2,20
906330,906.33,20
906470,906.47,20
906600,906.6,20
906740,906.74,20
906900,906.9,20
907030,907.03,20
907160,907.16,20
907290,907.29,20
907420,907.42,20
907550,907.55,20
907680,907.68,20
907810,907.81,20
907940,907.94,20
908080,908.08,20
908210,908.21,20
908350,908.35,20
908490,908.49,20
908620,908.62,20
908760,908.76,20
908890,908.89,20
909020,909.02,20
909150,909.15,20
909280,909.28,20
909420,909.42,20
909550,909.55,20
909680,909.68,20
909810,909.81,20
909940,909.94,20
910100,910.1,20
910230,910.23,20
910360,910.36,20
910490,910.49,20
910620,910.62,20
910760,910.76,20
910890,910.89,20
911020,911.02,20
911150,911.15,20
911280,911.28,20
911410,911.41,20
911540,911.54,20
911670,911.67,20
911800,911.8,20
911930,911.93,20
912070,912.07,20
912200,912.2,20
912330,912.33,20
912470,912.47,20
912600,912.6,20
912730,912.73,20
912860,912.86,20
912990,912.99,20
913120,913.12,20
913290,913.29,20
913430,913.43,20
913560,913.56,20
913690,913.69,20
913820,913.82,20
913950,913.95,20
914090,914.09,20
914220,914.22,20
914360,914.36,20
914490,914.49,20
914620,914.62,20
914760,914.76,20
914890,914.89,20
915020,915.02,20
915180,915.18,20
915310,915.31,20
915440,915.44,20
915570,915.57,20
915700,915.7,20
915830,915.83,20
916180,916.18,20
916320,916.32,20
916450,916.45,20
916580,916.58,20
916740,916.74,20
916870,916.87,20
917180,917.18,20
917310,917.31,20
917440,917.44,20
917570,917.57,20
917700,917.7,20
917840,917.84,20
917990,917.99,20
918190,918.19,20
918320,918.32,20
918450,918.45,20
918580,918.58,20
918710,918.71,20
918840,918.84,20
918980,918.98,20
919190,919.19,20
919340,919.34,20
919490,919.49,20
919620,919.62,20
919750,919.75,20
919880,919.88,20
920010,920.01,20
920190,920.19,20
920350,920.35,20
920490,920.49,20
920620,920.62,20
920760,920.76,20
920890,920.89,20
921020,921.02,20
921200,921.2,20
921330,921.33,20
921470,921.47,20
921600,921.6,20
921960,921.96,20
922090,922.09,20
922220,922.22,20
922360,922.36,20
922490,922.49,20
922620,922.62,20
922760,922.76,20
922890,922.89,20
923020,923.02,20
923170,923.17,20
923300,923.3,20
923430,923.43,20
923880,923.88,20
924010,924.01,20
924140,924.14,20
924280,924.28,20
924410,924.41,20
924540,924.54,20
924690,924.69,20
924820,924.82,20
924950,924.95,20
925090,925.09,20
925220,925.22,20
925350,925.35,20
925480,925.48,20
925610,925.61,20
925740,925.74,20
925880,925.88,20
926010,926.01,20
926210,926.21,20
926340,926.34,20
926480,926.48,20
926610,926.61,20
926740,926.74,20
926870,926.87,566
927030,927.03,26
927220,927.22,720
927350,927.35,20
927480,927.48,720
927610,927.61,20
927740,927.74,25
927890,927.89,720
928020,928.02,20
928220,928.22,20
928350,928.35,20
928480,928.48,20
928610,928.61,20
928740,928.74,20
928870,928.87,20
929000,929,20
929220,929.22,720
929360,929.36,720
929490,929.49,720
929620,929.62,148
929750,929.75,148
929880,929.88,720
930010,930.01,23
930230,930.23,25
930370,930.37,720
930530,930.53,308
930670,930.67,720
930810,930.81,720
930940,930.94,720
931070,931.07,720
931230,931.23,720
931360,931.36,720
931490,931.49,720
931620,931.62,720
931750,931.75,720
931880,931.88,720
932010,932.01,720
932250,932.25,720
932380,932.38,720
932510,932.51,720
932650,932.65,720
932780,932.78,720
932910,932.91,720
933040,933.04,720
933190,933.19,720
933320,933.32,20
933460,933.46,20
933600,933.6,20
933760,933.76,20
933890,933.89,20
934030,934.03,20
934170,934.17,720
934300,934.3,20
934430,934.43,20
934560,934.56,20
934700,934.7,20
934830,934.83,20
934970,934.97,20
935100,935.1,20
935230,935.23,20
935360,935.36,20
935490,935.49,20
935620,935.62,20
935750,935.75,720
935880,935.88,20
936010,936.01,20
936140,936.14,20
936280,936.28,20
936410,936.41,20
936540,936.54,20
936690,936.69,20
936820,936.82,20
936980,936.98,20
937110,937.11,20
937250,937.25,20
937380,937.38,20
937510,937.51,20
937650,937.65,720
937780,937.78,20
937910,937.91,20
938040,938.04,20
938190,938.19,20
938320,938.32,20
938450,938.45,20
938580,938.58,20
938720,938.72,20
938850,938.85,20
939000,939,20
939130,939.13,20
939260,939.26,20
939390,939.39,20
939520,939.52,20
939650,939.65,20
939780,939.78,20
939910,939.91,20
940040,940.04,20
940220,940.22,20
940360,940.36,20
940490,940.49,20
940620,940.62,20
940750,940.75,20
940880,940.88,20
941010,941.01,20
941140,941.14,20
941270,941.27,20
941400,941.4,720
941530,941.53,720
941680,941.68,720
941810,941.81,720
941940,941.94,720
942070,942.07,720
942200,942.2,720
942470,942.47,720
942600,942.6,720
942730,942.73,720
942860,942.86,720
943000,943,720
943140,943.14,720
943310,943.31,720
943440,943.44,720
943570,943.57,720
943700,943.7,720
943830,943.83,720
943960,943.96,720
944090,944.09,720
944220,944.22,720
944360,944.36,720
944490,944.49,720
944620,944.62,720
944890,944.89,720
945020,945.02,720
945300,945.3,720
945440,945.44,720
945570,945.57,720
945860,945.86,720
946000,946,720
946130,946.13,720
946270,946.27,720
946410,946.41,720
946570,946.57,720
947990,947.99,720
948700,948.7,720
948830,948.83,720
948960,948.96,20
949230,949.23,720
949360,949.36,720
949630,949.63,720
949760,949.76,720
949930,949.93,720
950480,950.48,720
950620,950.62,720
950750,950.75,720
950880,950.88,720
951020,951.02,720
951150,951.15,720
951290,951.29,720
951420,951.42,720
951550,951.55,720
952710,952.71,720
953000,953,720
953130,953.13,720
953270,953.27,720
953410,953.41,720
953540,953.54,720
953690,953.69,720
953820,953.82,720
953950,953.95,720
954090,954.09,720
954220,954.22,720
957930,957.93,720
958070,958.07,720
958360,958.36,720
958500,958.5,720
958640,958.64,720
959060,959.06,720
959200,959.2,720
959340,959.34,720
959480,959.48,720
959790,959.79,720
959930,959.93,720
960070,960.07,720
960210,960.21,720
960780,960.78,720
